"","LN_IC50"
"4646",-3.2622965
"4647",4.90584
"4648",4.150464
"4649",3.579409
"4650",5.487074
"4651",-0.563275
"4652",6.250768
"4653",6.331997
"4654",4.223009
"4655",4.662338
"4656",1.602454
"4657",4.5379595
"4658",2.393831
"4659",4.492224
"4660",-3.464735
"4661",1.122491
"4662",5.481074
"4663",5.341947
"4664",5.120772
"4665",4.315106
"4666",3.774089
"4667",5.591079
"4668",5.303413
"4669",5.794378
"4670",4.35272
"4671",4.696563
"4672",3.362269
"4673",3.672958
"4674",2.217066
"4675",4.715382
"4676",2.454564
"4677",5.803198
"4678",6.882867
"4679",6.06846
"4680",5.376742
"4681",6.076942
"4682",-2.249847
"4683",5.725349
"4684",-1.981215
"4685",3.96796
"4686",5.395734
"4687",5.353225
"4688",1.777603
"4689",0.61953
"4690",4.572902
"4691",1.663228
"4692",6.707913
"4693",5.480025
"4694",-0.026617
"4695",6.628136
"4696",3.89831
"4697",5.98943
"4698",3.109241
"4699",6.329061
"4700",4.617927
"4701",2.977389
"4702",5.368398
"4703",6.37254
"4704",3.692368
"4705",2.856725
"4706",4.178298
"4707",6.478638
"4708",5.882901
"4709",-3.066132
"4710",5.071428
"4711",5.655676
"4712",2.536627
"4713",4.356633
"4714",1.641309
"4715",5.526592
"4716",5.93828
"4717",2.77583
"4718",5.918882
"4719",0.328966
"4720",5.622753
"4721",4.935365
"4722",3.192351
"4723",-1.112519
"4724",4.642447
"4725",4.059433
"4726",5.676367
"4727",5.496768
"4728",0.312088
"4729",3.970892
"4730",3.825385
"4731",6.773728
"4732",5.005159
"4733",6.337353
"4734",-4.420825
"4735",3.184979
"4736",5.186547
"4737",-3.01584
"4738",3.632806
"4739",4.609376
"4740",3.629126
"4741",2.281301
"4742",8.01232
"4743",1.527264
"4744",-0.166488
"4745",4.006907
"4746",4.596732
"4747",4.945727
"4748",2.150184
"4749",4.3876065
"4750",4.410324
"4751",3.697112
"4752",3.84671
"4753",-0.541191
"4754",0.823931
"4755",-3.693089
"4756",2.55033
"4757",5.912462
"4758",1.990916
"4759",1.064096
"4760",3.13289
"4761",5.796599
"4762",5.572835
"4763",4.071266
"4764",2.653777
"4765",3.593883
"4766",3.748613
"4767",5.3729
"4768",-0.409071
"4769",-1.201622
"4770",0.326535
"4771",1.488729
"4772",5.326131
"4773",3.630475
"4774",2.181936
"4775",2.795245
"4776",5.925675
"4777",1.538523
"4778",4.428513
"4779",0.68837
"4780",2.132751
"4781",5.253595
"4782",4.32521
"4783",1.932766
"4784",-0.438256
"4785",2.877698
"4786",2.933456
"4787",1.876395
"4788",2.355766
"4789",-1.048837
"4790",4.836837
"4791",2.283495
"4792",1.017821
"4793",0.936632
"4794",-0.272115
"4795",1.368791
"4796",1.839728
"4797",5.037677
"4798",3.927316
"4799",1.048409
"4800",-5.553825
"4801",0.245691
"4802",-1.283605
"4803",6.24607
"4804",1.684791
"4805",5.689933
"4806",2.69044
"4807",4.579655
"4808",2.523468
"4809",4.860434
"4810",4.080762
"4811",-4.682125
"4812",-2.381801
"4813",-2.946468
"4814",2.149647
"4815",-1.006987
"4816",-1.5748545
"4817",4.610864
"4818",3.728022
"4819",2.553148
"4820",4.240598
"4821",-0.913339
"4822",4.266843
"4823",5.185156
"4824",0.325909
"4825",6.172489
"4826",0.369599
"4827",4.1141525
"4828",3.242822
"4829",0.771373
"4830",1.653134
"4831",-1.026198
"4832",3.955027
"4833",5.546156
"4834",3.578646
"4835",3.459528
"4836",1.777828
"4837",4.104119
"4838",3.753209
"4839",4.467856
"4840",2.38137
"4841",2.62411
"4842",3.993548
"4843",2.695796
"4844",2.76246
"4845",4.64051
"4846",0.73339
"4847",5.275893
"4848",4.97144
"4849",5.156737
"4850",2.042423
"4851",2.91609
"4852",-3.166615
"4853",5.595705
"4854",-1.173396
"4855",3.912666
"4856",5.747173
"4857",4.45122
"4858",2.441934
"4859",0.835457
"4860",3.380443
"4861",5.108756
"4862",5.082262
"4863",4.717166
"4864",-0.44412
"4865",6.330025
"4866",2.284125
"4867",5.092034
"4868",3.201106
"4869",5.873984
"4870",1.369019
"4871",1.930425
"4872",3.797132
"4873",4.150267
"4874",0.813208
"4875",-1.258791
"4876",3.870823
"4877",3.93311
"4878",1.586406
"4879",-1.878582
"4880",4.533692
"4881",4.79216
"4882",-0.282167
"4883",4.505466
"4884",1.337022
"4885",4.028576
"4886",5.604451
"4887",-1.47758
"4888",3.163949
"4889",1.225679
"4890",3.148986
"4891",3.099031
"4892",4.532374
"4893",-1.955194
"4894",5.165604
"4895",2.968176
"4896",5.597296
"4897",4.732026
"4898",1.624689
"4899",-0.025162
"4900",1.837177
"4901",4.79581
"4902",2.309623
"4903",3.497821
"4904",-3.473357
"4905",3.655699
"4906",2.915876
"4907",-3.697293
"4908",3.642637
"4909",3.867856
"4910",-0.215619
"4911",0.201464
"4912",6.668187
"4913",0.707561
"4914",1.548616
"4915",4.075713
"4916",-1.676041
"4917",2.6669745
"4918",2.873033
"4919",2.1180065
"4920",4.915309
"4921",4.870132
"4922",3.071512
"4923",-2.452579
"4924",-1.705823
"4925",2.525806
"4926",0.990383
"4927",2.519042
"4928",-2.266931
"4929",1.960568
"4930",4.62606
"4931",3.88785
"4932",3.827078
"4933",2.79103
"4934",3.245906
"4935",3.000523
"4936",3.514802
"4937",5.842551
"4938",3.037086
"4939",2.786805
"4940",0.702904
"4941",2.156653
"4942",2.207138
"4943",4.658377
"4944",1.332468
"4945",1.764658
"4946",1.920478
"4947",1.70841
"4948",2.736413
"4949",2.545968
"4950",3.286812
"4951",-1.567078
"4952",5.274307
"4953",3.193581
"4954",3.986061
"4955",-2.601236
"4956",0.463836
"4957",-3.265108
"4958",1.379883
"4959",2.273648
"4960",3.269035
"4961",2.044384
"4962",3.558518
"4963",4.729737
"4964",4.287951
"4965",4.042629
"4966",2.429505
"4967",2.751499
"4968",2.179764
"4969",2.069696
"4970",2.23816
"4971",1.897945
"4972",2.654722
"4973",2.121273
"4974",4.588135
"4975",4.243308
"4976",3.193834
"4977",3.404034
"4978",-4.174909
"4979",4.702844
"4980",3.721593
"4981",2.402195
"4982",3.862942
"4983",4.715955
"4984",5.360299
"4985",3.83618
"4986",1.215239
"4987",3.912006
"4988",1.993545
"4989",4.0110105
"4990",3.681526
"4991",-1.675116
"4992",2.702876
"4993",2.800132
"4994",0.269588
"4995",2.904034
"4996",2.599194
"4997",3.452131
"4998",3.790124
"4999",-0.445841
"5000",3.521939
"5001",-1.97014
"5002",1.46395
"5003",3.487499
"5004",1.600248
"5005",-0.048816
"5006",1.273281
"5007",1.089263
"5008",3.515657
"5009",1.170111
"5010",3.046247
"5011",1.614863
"5012",4.697858
"5013",3.134501
"5014",4.349048
"5015",3.212834
"5016",4.820014
"5017",1.94857
"5018",1.778932
"5019",4.484586
"5020",3.715467
"5021",3.084736
"5022",3.453741
"5023",4.140175
"5024",1.466892
"5025",2.081415
"5026",1.717283
"5027",5.144596
"5028",3.864643
"5029",2.052742
"5030",1.92485
"5031",2.803194
"5032",1.502971
"5033",2.775618
"5034",2.078823
"5035",1.663612
"5036",2.691684
"5037",1.619506
"5038",-0.491168
"5039",3.784417
"5040",4.156058
"5041",2.437485
"5042",2.068188
"5043",-5.363841
"5044",0.753029
"5045",-3.017332
"5046",5.832545
"5047",1.728198
"5048",2.001227
"5049",2.593619
"5050",4.70209
"5051",3.139074
"5052",4.461031
"5053",3.665742
"5054",-4.739314
"5055",-1.414421
"5056",-5.652054
"5057",1.303896
"5058",0.479395
"5059",-3.505513
"5060",-5.6953205
"5061",1.526891
"5062",2.74929
"5063",2.755654
"5064",-2.4843
"5065",4.146943
"5066",5.098434
"5067",1.533625
"5068",5.473709
"5069",1.417086
"5070",2.511612
"5071",1.842071
"5072",2.932379
"5073",-3.247206
"5074",1.508636
"5075",2.873022
"5076",4.335641
"5077",3.961689
"5078",2.494462
"5079",4.022572
"5080",4.517634
"5081",3.408577
"5082",4.817045
"5083",2.838534
"5084",1.872904
"5085",2.318072
"5086",2.54104
"5087",4.812588
"5088",4.536222
"5089",2.990034
"5090",2.904811
"5091",4.817603
"5092",-3.808405
"5093",4.657363
"5094",-1.718987
"5095",3.039515
"5096",4.76548
"5097",4.185242
"5098",-0.174453
"5099",0.729668
"5100",3.209333
"5101",2.627007
"5102",3.855979
"5103",3.867078
"5104",2.326827
"5105",4.964167
"5106",2.072544
"5107",3.736908
"5108",4.463131
"5109",3.388574
"5110",1.278311
"5111",3.416366
"5112",4.047264
"5113",1.236052
"5114",2.616084
"5115",4.3940395
"5116",4.817628
"5117",-4.409143
"5118",3.060751
"5119",3.723133
"5120",1.401301
"5121",3.388746
"5122",-1.323325
"5123",4.386825
"5124",1.806656
"5125",4.34407
"5126",-1.493884
"5127",2.984592
"5128",3.234257
"5129",2.309066
"5130",-1.588425
"5131",4.005598
"5132",4.687358
"5133",0.091072
"5134",4.822787
"5135",2.452348
"5136",4.041278
"5137",5.399027
"5138",-5.866124
"5139",2.655808
"5140",2.356168
"5141",-5.100915
"5142",3.230765
"5143",3.026163
"5144",2.773171
"5145",-0.875925
"5146",5.314145
"5147",-0.972586
"5148",-0.290219
"5149",1.793413
"5150",1.5354215
"5151",0.70224
"5152",2.4546975
"5153",2.762456
"5154",3.398351
"5155",1.099016
"5156",-5.011384
"5157",-3.561737
"5158",-4.02314
"5159",1.039217
"5160",2.356425
"5161",1.334411
"5162",2.693786
"5163",3.289678
"5164",2.628122
"5165",3.039281
"5166",4.780524
"5167",1.356436
"5168",2.879478
"5169",6.835649
"5170",2.632674
"5171",2.636548
"5172",3.691317
"5173",3.43415
"5174",4.257293
"5175",3.713659
"5176",3.657018
"5177",5.734974
"5178",5.358958
"5179",3.936888
"5180",2.313639
"5181",3.415714
"5182",6.249621
"5183",5.56679
"5184",5.380182
"5185",3.754927
"5186",2.228483
"5187",3.762475
"5188",3.911014
"5189",3.181054
"5190",2.412973
"5191",4.817817
"5192",2.009734
"5193",0.959782
"5194",4.346603
"5195",5.522511
"5196",3.512257
"5197",2.670895
"5198",-5.445438
"5199",0.831508
"5200",-0.817971
"5201",6.599287
"5202",2.304899
"5203",5.37228
"5204",4.506284
"5205",5.286192
"5206",1.864459
"5207",5.623457
"5208",4.227137
"5209",-3.292081
"5210",-0.289175
"5211",3.271224
"5212",-2.997869
"5213",-0.08018
"5214",-3.59124
"5215",3.63276
"5216",2.084063
"5217",4.142056
"5218",-1.387836
"5219",5.691961
"5220",6.148046
"5221",2.782366
"5222",4.618174
"5223",3.078554
"5224",4.251285
"5225",3.39376
"5226",4.101245
"5227",-0.08467
"5228",1.420612
"5229",4.100632
"5230",5.38683
"5231",3.884322
"5232",3.671409
"5233",5.360349
"5234",4.33541
"5235",5.352155
"5236",5.929995
"5237",4.896418
"5238",3.950113
"5239",3.321412
"5240",5.237167
"5241",5.980827
"5242",5.299954
"5243",3.171372
"5244",4.226185
"5245",5.849485
"5246",-2.119821
"5247",5.233464
"5248",-2.084528
"5249",3.843161
"5250",5.981463
"5251",5.369077
"5252",1.567585
"5253",1.151908
"5254",4.756002
"5255",3.353057
"5256",5.234812
"5257",4.531847
"5258",-0.271054
"5259",6.297625
"5260",4.897744
"5261",5.808009
"5262",4.611936
"5263",2.760463
"5264",1.07806
"5265",2.278161
"5266",3.706178
"5267",5.453514
"5268",2.113035
"5269",4.784266
"5270",6.113794
"5271",4.209811
"5272",-3.106662
"5273",5.974207
"5274",5.037387
"5275",-0.704718
"5276",4.81262
"5277",0.046706
"5278",5.771729
"5279",3.884317
"5280",4.105965
"5281",-0.186909
"5282",6.822997
"5283",4.936395
"5284",5.158152
"5285",-0.262483
"5286",4.341924
"5287",4.803676
"5288",-0.262239
"5289",5.377582
"5290",1.671587
"5291",2.467191
"5292",3.594291
"5293",-4.294556
"5294",3.794188
"5295",2.218189
"5296",-4.171428
"5297",3.360713
"5298",3.649378
"5299",5.966765
"5300",0.727279
"5301",6.738002
"5302",1.419487
"5303",2.291528
"5304",-0.399326
"5305",2.626213
"5306",3.211156
"5307",5.3133875
"5308",4.250821
"5309",5.183242
"5310",2.582802
"5311",-4.551296
"5312",-2.004385
"5313",-2.972935
"5314",2.08421
"5315",2.60947
"5316",2.12161
"5317",2.674659
"5318",3.494158
"5319",4.06775
"5320",3.435902
"5321",5.800637
"5322",1.509989
"5323",4.214859
"5324",5.850866
"5325",2.174446
"5326",5.979963
"5327",3.197631
"5328",1.186219
"5329",5.592151
"5330",5.429678
"5331",4.184968
"5332",3.50226
"5333",6.353081
"5334",4.546293
"5335",2.226337
"5336",3.222726
"5337",6.239463
"5338",5.179546
"5339",2.836317
"5340",3.219803
"5341",4.390322
"5342",-0.192023
"5343",2.391661
"5344",4.438604
"5345",2.391109
"5346",6.348816
"5347",2.656151
"5348",0.885035
"5349",2.887065
"5350",4.232567
"5351",5.597354
"5352",1.972854
"5353",-4.479964
"5354",0.488712
"5355",-0.916833
"5356",6.782548
"5357",3.909165
"5358",3.709144
"5359",4.844622
"5360",5.592635
"5361",4.526656
"5362",6.352799
"5363",4.055811
"5364",-4.2265175
"5365",-1.878239
"5366",1.633467
"5367",1.499896
"5368",-1.91476
"5369",-0.189178
"5370",4.344336
"5371",2.745641
"5372",4.69971
"5373",-1.30724
"5374",6.213342
"5375",5.769769
"5376",2.867717
"5377",6.65879
"5378",2.577002
"5379",4.7738845
"5380",2.674232
"5381",4.082947
"5382",4.301784
"5383",0.00357
"5384",3.707248
"5385",4.948435
"5386",3.695514
"5387",3.503997
"5388",4.589773
"5389",2.590756
"5390",5.820176
"5391",6.224862
"5392",2.01798
"5393",4.89433
"5394",3.061676
"5395",6.073699
"5396",5.98588
"5397",5.972599
"5398",3.920957
"5399",4.359192
"5400",3.759528
"5401",0.273295
"5402",6.344598
"5403",-1.235334
"5404",4.404144
"5405",5.991962
"5406",8.526146
"5407",3.387053
"5408",2.658683
"5409",3.623164
"5410",5.154049
"5411",4.522519
"5412",5.619179
"5413",3.414344
"5414",5.928003
"5415",5.319879
"5416",5.255664
"5417",2.536763
"5418",2.560406
"5419",1.610328
"5420",5.337787
"5421",4.729194
"5422",1.108349
"5423",-0.026102
"5424",5.599959
"5425",2.47842
"5426",-0.739614
"5427",5.144483
"5428",5.228996
"5429",2.415268
"5430",4.730167
"5431",2.573181
"5432",6.02648
"5433",1.615242
"5434",4.300195
"5435",0.839325
"5436",6.404404
"5437",4.561505
"5438",4.642941
"5439",-2.093394
"5440",5.551376
"5441",6.176629
"5442",-0.054221
"5443",5.501782
"5444",2.738886
"5445",4.853011
"5446",5.826077
"5447",-4.630361
"5448",3.920385
"5449",3.326973
"5450",-0.928173
"5451",4.146432
"5452",2.465347
"5453",1.607007
"5454",2.943348
"5455",7.122729
"5456",0.91034
"5457",3.387978
"5458",1.703048
"5459",3.0305985
"5460",1.85064
"5461",1.8971195
"5462",5.375024
"5463",4.360197
"5464",1.854058
"5465",-1.593394
"5466",1.989255
"5467",0.128134
"5468",1.597441
"5469",5.059751
"5470",3.185873
"5471",3.696321
"5472",3.105006
"5473",4.378854
"5474",3.559796
"5475",6.22276
"5476",3.591121
"5477",4.625168
"5478",8.353894
"5479",3.912417
"5480",3.854296
"5481",4.098911
"5482",4.297546
"5483",5.741515
"5484",6.283934
"5485",5.985301
"5486",6.385804
"5487",4.475528
"5488",4.648567
"5489",6.486591
"5490",5.452272
"5491",5.828006
"5492",2.270719
"5493",4.235826
"5494",3.457204
"5495",5.083013
"5496",6.486776
"5497",6.511986
"5498",2.120291
"5499",0.24875
"5500",3.95993
"5501",4.31837
"5502",4.822236
"5503",3.223477
"5504",-3.995027
"5505",3.953938
"5506",2.60138
"5507",3.431097
"5508",6.142723
"5509",5.152296
"5510",4.80897
"5511",4.870934
"5512",4.509561
"5513",-2.033225
"5514",1.827151
"5515",-3.257789
"5516",4.660277
"5517",-0.946044
"5518",1.735322
"5519",5.542026
"5520",6.790533
"5521",1.747734
"5522",2.841387
"5523",3.430038
"5524",2.027909
"5525",5.48112
"5526",3.084721
"5527",4.27154
"5528",4.748063
"5529",4.202865
"5530",4.679795
"5531",6.106077
"5532",6.463721
"5533",3.282004
"5534",3.373985
"5535",6.764294
"5536",4.311655
"5537",4.38531
"5538",4.905562
"5539",5.559022
"5540",-0.994564
"5541",-0.511012
"5542",5.153419
"5543",6.441058
"5544",8.802218
"5545",1.251995
"5546",4.677569
"5547",4.058432
"5548",1.546151
"5549",4.015526
"5550",6.16375
"5551",7.030385
"5552",4.975454
"5553",1.979829
"5554",4.849354
"5555",1.71255
"5556",6.903568
"5557",6.844997
"5558",0.992302
"5559",5.674607
"5560",1.699499
"5561",4.54761
"5562",3.570568
"5563",4.886312
"5564",4.274442
"5565",7.710953
"5566",4.538251
"5567",-1.10397
"5568",5.678071
"5569",4.324327
"5570",4.512598
"5571",4.581676
"5572",6.053944
"5573",-6.445536
"5574",4.14897
"5575",-0.622241
"5576",5.891519
"5577",3.194432
"5578",5.931318
"5579",1.651109
"5580",7.518123
"5581",1.878393
"5582",3.8707865
"5583",3.095639
"5584",5.3971255
"5585",4.703131
"5586",3.022466
"5587",0.396547
"5588",1.120152
"5589",2.688563
"5590",6.056548
"5591",2.460296
"5592",4.824895
"5593",5.809672
"5594",4.625108
"5595",4.476761
"5596",3.391703
"5597",3.812149
"5598",2.175685
"5599",0.876162
"5600",1.448117
"5601",4.804639
"5602",3.229746
"5603",3.11498
"5604",2.117469
"5605",6.121072
"5606",3.849199
"5607",1.642576
"5608",4.269169
"5609",3.637832
"5610",3.915763
"5611",1.993102
"5612",1.257895
"5613",2.611874
"5614",1.95221
"5615",2.0633
"5616",1.886564
"5617",2.10894
"5618",6.031405
"5619",3.566601
"5620",0.639448
"5621",-1.220664
"5622",2.928778
"5623",4.900991
"5624",2.862126
"5625",0.375521
"5626",-4.160165
"5627",-4.076752
"5628",1.243193
"5629",-0.374586
"5630",6.872998
"5631",1.799443
"5632",4.689168
"5633",1.139166
"5634",5.814716
"5635",2.900842
"5636",4.793005
"5637",3.735628
"5638",-3.7177785
"5639",-0.937106
"5640",3.146584
"5641",0.007781
"5642",-3.663037
"5643",-3.9564545
"5644",2.240334
"5645",1.440903
"5646",1.988067
"5647",-0.636629
"5648",5.640686
"5649",5.899208
"5650",1.498664
"5651",6.526963
"5652",0.678663
"5653",3.7857
"5654",1.939176
"5655",2.226313
"5656",1.509633
"5657",0.96826
"5658",4.684601
"5659",5.441421
"5660",2.429043
"5661",1.959252
"5662",4.125131
"5663",1.775521
"5664",5.850957
"5665",1.63224
"5666",2.476023
"5667",4.359945
"5668",3.123073
"5669",2.260972
"5670",5.508722
"5671",5.054802
"5672",3.795776
"5673",0.509945
"5674",4.015688
"5675",-2.304409
"5676",4.676123
"5677",-1.621796
"5678",4.758412
"5679",5.856229
"5680",4.759515
"5681",0.780798
"5682",0.073554
"5683",0.88456
"5684",4.70468
"5685",3.703391
"5686",5.239098
"5687",1.485133
"5688",6.223797
"5689",4.098197
"5690",5.605965
"5691",6.007668
"5692",1.486095
"5693",1.391912
"5694",3.535229
"5695",4.360374
"5696",0.418196
"5697",0.879046
"5698",2.0093605
"5699",4.804942
"5700",-0.869245
"5701",1.668188
"5702",3.035202
"5703",-2.108414
"5704",4.667833
"5705",0.69665
"5706",5.334972
"5707",0.84742
"5708",3.534895
"5709",-0.652868
"5710",5.476213
"5711",2.024696
"5712",3.844178
"5713",-2.588151
"5714",4.773448
"5715",5.357769
"5716",-0.788273
"5717",2.021558
"5718",3.002445
"5719",4.223805
"5720",0.245617
"5721",-0.635887
"5722",1.091551
"5723",-2.855779
"5724",3.078839
"5725",2.56031
"5726",-2.299726
"5727",4.145879
"5728",3.812239
"5729",-0.064456
"5730",1.116889
"5731",7.081567
"5732",0.266574
"5733",1.591366
"5734",-3.169353
"5735",1.131208
"5736",4.369885
"5737",1.9316185
"5738",2.69792
"5739",4.066607
"5740",3.187874
"5741",-3.209107
"5742",-2.709351
"5743",-4.368906
"5744",1.580337
"5745",0.675102
"5746",3.187492
"5747",5.349506
"5748",4.219809
"5749",3.547327
"5750",2.830197
"5751",4.952532
"5752",3.576865
"5753",4.198109
"5754",3.094673
"5755",3.269012
"5756",5.937684
"5757",1.14669
"5758",3.374773
"5759",4.947313
"5760",4.638381
"5761",2.423323
"5762",3.842228
"5763",3.482931
"5764",4.646517
"5765",2.177903
"5766",3.694839
"5767",6.361545
"5768",5.560459
"5769",1.875994
"5770",2.212614
"5771",3.269067
"5772",3.631169
"5773",3.754426
"5774",2.186956
"5775",1.369417
"5776",5.324361
"5777",1.332375
"5778",-0.806657
"5779",2.264166
"5780",5.746423
"5781",3.771409
"5782",2.1065
"5783",-4.916732
"5784",0.675111
"5785",-1.779282
"5786",6.150743
"5787",1.832674
"5788",4.128569
"5789",3.727349
"5790",4.969546
"5791",2.833406
"5792",5.484209
"5793",3.807646
"5794",-2.9971625
"5795",-2.916929
"5796",-1.638269
"5797",-0.064764
"5798",1.621405
"5799",-1.977045
"5800",-1.9564785
"5801",3.912105
"5802",2.626184
"5803",3.961174
"5804",-0.921139
"5805",5.377575
"5806",5.830875
"5807",1.367599
"5808",5.640648
"5809",1.10402
"5810",4.290906
"5811",3.616119
"5812",1.830924
"5813",1.353695
"5814",-0.333739
"5815",4.74437
"5816",3.844859
"5817",3.605389
"5818",3.616119
"5819",4.314802
"5820",5.918704
"5821",4.903716
"5822",3.443628
"5823",3.350361
"5824",2.618982
"5825",3.549683
"5826",2.358417
"5827",4.375568
"5828",4.987398
"5829",3.541409
"5830",5.68825
"5831",5.608678
"5832",-1.794832
"5833",4.489257
"5834",-2.037995
"5835",5.918704
"5836",5.722825
"5837",4.685563
"5838",2.971559
"5839",-0.651151
"5840",2.876487
"5841",2.694653
"5842",5.059196
"5843",3.868905
"5844",3.60209
"5845",6.550397
"5846",2.163821
"5847",5.803322
"5848",5.227647
"5849",2.824762
"5850",1.460171
"5851",3.865045
"5852",4.097822
"5853",1.040377
"5854",4.238017
"5855",4.479956
"5856",4.847551
"5857",-4.219456
"5858",3.559912
"5859",4.274698
"5860",-1.432721
"5861",4.292267
"5862",1.560527
"5863",5.917748
"5864",1.013608
"5865",2.897414
"5866",1.019627
"5867",6.767586
"5868",3.918982
"5869",4.491581
"5870",-1.477161
"5871",5.735243
"5872",5.918704
"5873",0.176849
"5874",2.700244
"5875",3.616028
"5876",1.0175
"5877",2.383939
"5878",-6.253115
"5879",4.697616
"5880",2.100506
"5881",-4.076453
"5882",3.552778
"5883",3.452672
"5884",2.147476
"5885",0.42574
"5886",5.724191
"5887",0.623658
"5888",1.170978
"5889",-1.188412
"5890",1.454479
"5891",2.769366
"5892",3.9514135
"5893",3.28265
"5894",4.519909
"5895",3.251319
"5896",-3.608358
"5897",1.20559
"5898",0.131082
"5899",0.973343
"5900",1.680756
"5901",0.717818
"5902",4.511509
"5903",4.026596
"5904",4.521251
"5905",3.454444
"5906",4.834534
"5907",2.375268
"5908",2.737546
"5909",5.66524
"5910",3.487235
"5911",1.239661
"5912",2.65722
"5913",3.297455
"5914",5.404808
"5915",5.10976
"5916",2.563177
"5917",3.461239
"5918",6.420473
"5919",6.000144
"5920",4.479591
"5921",3.643217
"5922",5.149289
"5923",3.55235
"5924",4.389124
"5925",3.676852
"5926",1.736237
"5927",2.616213
"5928",4.248288
"5929",4.848173
"5930",4.640025
"5931",4.842318
"5932",1.628396
"5933",-0.304203
"5934",2.883934
"5935",5.29275
"5936",4.558183
"5937",0.90491
"5938",-5.160643
"5939",1.877238
"5940",-0.960316
"5941",7.43628
"5942",3.022277
"5943",6.370064
"5944",2.251827
"5945",5.828545
"5946",2.593334
"5947",6.154422
"5948",6.310305
"5949",-3.839511
"5950",0.331459
"5951",-0.964519
"5952",2.64022
"5953",-0.668819
"5954",-2.1487005
"5955",3.901188
"5956",2.733874
"5957",3.452359
"5958",-0.493038
"5959",6.177523
"5960",5.943238
"5961",3.561027
"5962",5.654938
"5963",1.846027
"5964",4.5481425
"5965",3.058126
"5966",4.39787
"5967",1.753155
"5968",1.152864
"5969",5.781316
"5970",6.097043
"5971",5.19213
"5972",3.687875
"5973",5.899441
"5974",4.387995
"5975",4.365817
"5976",6.477551
"5977",4.071034
"5978",4.379586
"5979",3.938501
"5980",3.983913
"5981",4.955042
"5982",5.905833
"5983",5.198911
"5984",2.967335
"5985",6.211811
"5986",-1.725355
"5987",6.423461
"5988",-1.791077
"5989",4.264451
"5990",6.476742
"5991",5.156248
"5992",1.722265
"5993",0.7872
"5994",4.83838
"5995",2.850476
"5996",6.302368
"5997",5.43901
"5998",3.972831
"5999",6.775071
"6000",4.651543
"6001",4.824461
"6002",5.997608
"6003",2.817167
"6004",3.121899
"6005",5.312314
"6006",4.44318
"6007",2.371505
"6008",2.691828
"6009",4.2306285
"6010",3.667929
"6011",0.228617
"6012",4.092856
"6013",5.010635
"6014",-0.744451
"6015",4.614061
"6016",0.047311
"6017",5.280598
"6018",2.217929
"6019",5.800472
"6020",1.018985
"6021",3.390596
"6022",3.957216
"6023",4.803037
"6024",-0.881117
"6025",6.125472
"6026",4.789958
"6027",0.204229
"6028",3.185936
"6029",2.799032
"6030",1.502758
"6031",2.705903
"6032",-4.518124
"6033",4.131161
"6034",3.217834
"6035",-2.642249
"6036",3.886704
"6037",4.457541
"6038",3.107181
"6039",0.038667
"6040",6.419345
"6041",1.201593
"6042",1.448935
"6043",-0.801776
"6044",2.2752795
"6045",4.398625
"6046",4.7323815
"6047",5.746266
"6048",6.138458
"6049",3.647771
"6050",-2.082791
"6051",0.932758
"6052",-1.661055
"6053",1.696829
"6054",2.161632
"6055",1.8465
"6056",3.108155
"6057",3.701042
"6058",5.103064
"6059",5.728703
"6060",5.673925
"6061",3.653353
"6062",4.684259
"6063",5.579467
"6064",3.975338
"6065",1.716202
"6066",3.209127
"6067",3.681999
"6068",4.304211
"6069",5.746333
"6070",1.853856
"6071",4.274365
"6072",5.644101
"6073",5.21965
"6074",2.89358
"6075",2.893546
"6076",5.776508
"6077",4.067489
"6078",4.392922
"6079",3.136141
"6080",2.215001
"6081",3.37722
"6082",4.124496
"6083",2.883492
"6084",4.874935
"6085",4.188165
"6086",2.698512
"6087",1.168424
"6088",3.571662
"6089",4.542827
"6090",4.917708
"6091",2.489426
"6092",-4.53215
"6093",1.354207
"6094",-3.378933
"6095",5.69381
"6096",3.298997
"6097",1.53998
"6098",3.660574
"6099",5.725593
"6100",1.186122
"6101",5.787868
"6102",5.795453
"6103",-2.2853795
"6104",0.579502
"6105",1.813142
"6106",-1.834549
"6107",-2.078333
"6108",-2.6344865
"6109",5.84804
"6110",4.768563
"6111",5.420969
"6112",0.507275
"6113",5.154401
"6114",5.618245
"6115",1.2342
"6116",5.931866
"6117",1.735975
"6118",4.323569
"6119",2.351963
"6120",2.46504
"6121",-3.14541
"6122",0.74568
"6123",4.550582
"6124",5.372602
"6125",4.735449
"6126",3.44476
"6127",4.838986
"6128",4.278867
"6129",5.740789
"6130",5.740027
"6131",4.706326
"6132",1.875857
"6133",2.865237
"6134",4.244438
"6135",4.659548
"6136",4.949098
"6137",3.031321
"6138",4.887321
"6139",5.424362
"6140",1.961698
"6141",5.457967
"6142",-2.040349
"6143",4.427789
"6144",5.823147
"6145",5.735888
"6146",1.011222
"6147",2.007883
"6148",5.48871
"6149",4.515656
"6150",5.32555
"6151",5.403952
"6152",1.750322
"6153",6.516294
"6154",3.300502
"6155",4.98681
"6156",5.428337
"6157",4.115617
"6158",2.732362
"6159",2.976866
"6160",4.767131
"6161",1.928997
"6162",4.01896
"6163",5.581234
"6164",4.168488
"6165",-0.621899
"6166",4.487342
"6167",4.965507
"6168",1.103575
"6169",4.79806
"6170",0.577448
"6171",5.791203
"6172",2.373015
"6173",5.908073
"6174",1.343254
