,ATTX.CRPC.102,ATTX.CRPC.107,ATTX.CRPC.29,ATTX.CRPC.35,ATTX.CRPC.36,ATTX.CRPC.43,ATTX.CRPC.47,ATTX.CRPC.78,ATTX.CRPC.81,ATTX.CRPC.89,ATTX.ENZR.100,ATTX.ENZS.101,ATTX.ENZR.103,ATTX.ENZR.104,ATTX.ENZR.105,ATTX.ENZS.106,ATTX.ENZS.17,ATTX.ENZR.21,ATTX.ENZR.23,ATTX.ENZS.28,ATTX.ENZR.33,ATTX.ENZS.45,ATTX.ENZS.49,ATTX.ENZS.56,ATTX.ENZS.57,ATTX.ENZS.6,ATTX.ENZR.64,ATTX.ENZR.65,ATTX.ENZR.72,ATTX.ENZR.75,ATTX.ENZS.76,ATTX.ENZS.79,ATTX.ENZS.80,ATTX.ENZR.87,ATTX.ENZR.94,ATTX.ENZR.95,ATTX.ENZR.98,ATTX.PRE-CX.111,ATTX.PRE-CX.112,ATTX.PRE-CX.4,ATTX.PRE-CX.5,ATTX.PRE-CX.53,ATTX.PRE-CX.58,ATTX.PRE-CX.62,ATTX.PRE-CX.67,ATTX.PRE-CX.9,ATTX.POST-CX.18,ATTX.POST-CX.44,ATTX.POST-CX.48,ATTX.POST-CX.66,ATTX.POST-CX.86,ATTX.POST-CX.91,ATTX.POST-CX.92,ATTX.POST-CX.99
BIOCARTA_TNFR2_PATHWAY,-0.105896383,-0.452847153,-0.284243283,-0.530653713,-0.561539386,-0.58747853,-0.47776425,-0.388496173,0.365805815,-0.094750208,-0.534022973,-0.500836639,-0.084357672,-0.531557981,-0.040261299,-0.026610297,0.313636933,0.302500146,0.072489044,0.018804538,-0.21346524,0.401652341,0.362730589,0.480342306,0.151947319,0.3040044,0.244288505,0.216804892,0.341876734,-0.035898935,0.258662188,-0.097877311,0.33583765,-0.147542018,0.42611403,0.252961614,0.376204051,-0.409151036,0.174983811,0.454844443,0.10859577,0.367230359,-0.477505563,0.301467599,0.0835013,-0.464937924,-0.494936504,0.2246818,-0.585920221,0.253093762,-0.299898678,-0.539078176,-0.398179098,-0.146912852
BIOCARTA_TOLL_PATHWAY,-0.014883278,-0.281634536,-0.144589428,-0.458022477,-0.303987716,-0.325494235,-0.393842428,0.09078992,0.216174884,-0.010992955,-0.128674199,0.01207366,0.079959221,-0.304682655,0.108450076,-0.084866063,-0.088648323,0.136812981,-0.227032996,-0.137317537,0.083507138,0.302512964,-0.070458781,0.251744742,0.210234457,-0.002798836,0.029211858,0.37219604,-0.081132301,-0.100911049,0.002486956,0.225152557,0.317532621,-0.414137981,0.267463872,0.366918141,0.312358067,-0.329663475,0.028025167,0.274972069,0.141061325,0.057924183,-0.429963608,0.188695543,0.068342394,-0.481878488,-0.440613651,0.193338731,-0.495630553,-0.038598746,-0.054663748,-0.487219396,-0.328505908,-0.341601998
BIOCARTA_TPO_PATHWAY,0.0109056,-0.180904723,0.308163784,-0.534808438,0.003489754,-0.21943696,-0.563065426,0.211722694,-0.146220118,0.398885495,-0.250820326,0.201481219,-0.324661882,-0.251889809,0.201729589,0.249497699,-0.062503789,0.139447736,-0.261877724,0.35982229,0.324284173,0.28201799,0.440897201,0.565134241,0.506999912,0.173151533,0.475960023,0.385697439,-0.182865495,-0.48429058,0.195170057,0.377517427,0.422227811,-0.609504944,-0.053409769,0.353185033,0.313728161,-0.573768511,-0.140144835,-0.168144444,-0.329313282,-0.031189995,-0.562572617,0.09720659,-0.152089343,-0.326230975,-0.338735631,0.140560611,-0.441007359,-0.220811886,-0.257081227,-0.51406935,-0.103089573,-0.032401911
BIOCARTA_CREB_PATHWAY,-0.029927257,0.116056534,0.474046081,-0.502790159,0.319800436,-0.091287975,-0.581158443,0.399240823,-0.113032396,0.534749515,0.079125,0.311419266,-0.490307692,0.050402354,0.310339067,0.40228884,-0.290314756,0.346973268,-0.547099257,-0.132481547,0.376439195,-0.043904479,0.345646186,0.43598933,0.061380422,0.239624629,0.362342763,0.421780734,-0.108952161,-0.485127056,0.104771484,0.347827191,0.054125818,-0.621312611,-0.184549339,0.381452048,0.316504221,-0.44309101,-0.234952157,-0.087146627,-0.263370842,0.222407321,-0.494669399,-0.023073371,-0.480643393,-0.388200654,-0.20641477,0.086429682,-0.454933943,0.080374526,-0.096035351,-0.543335086,0.003233587,0.132665969
BIOCARTA_CARM1_PATHWAY,0.105136922,-0.291772337,0.523071062,-0.632177654,0.305856573,-0.169203264,-0.623904678,0.348396055,-0.162460283,0.325206439,0.288375412,-0.001989707,-0.530901929,0.42549116,0.543009739,0.512573949,-0.462259932,0.369750595,-0.617307598,-0.11331233,0.239123722,0.107704485,0.289627698,0.562000917,0.425908127,-0.018147148,0.567356109,0.568690793,0.241871766,-0.503076185,0.421878902,0.283068613,0.288541291,-0.740306289,0.007302522,0.643029257,0.389625108,-0.604855553,-0.268115346,-0.264134575,-0.463519732,0.104154709,-0.594937188,-0.168703733,-0.475630196,-0.651368489,-0.242238395,0.155618905,-0.487956488,0.180544893,-0.080891559,-0.626413014,0.159402689,0.358260948
BIOCARTA_TFF_PATHWAY,0.192202936,-0.058563979,0.407679788,-0.344606141,-0.147750703,-0.287210369,-0.56705609,0.332782467,0.013280088,0.536669973,0.060453055,0.213091148,-0.481886034,-0.241944309,0.242353388,0.428164186,0.157354484,0.267392142,-0.332824342,0.191446404,0.301187857,0.015682096,0.309450785,0.596094695,0.106750919,0.062481036,0.295165404,0.349836896,-0.245051138,-0.323934096,-0.159123384,0.403929822,0.24263008,-0.622469932,-0.045702345,0.185334361,0.307897485,-0.394626641,-0.245902666,-0.021299096,-0.035340271,0.099649629,-0.347052819,-0.136623971,-0.343798879,-0.448175004,-0.352897247,-0.080350112,-0.56807484,-0.183025442,-0.120664891,-0.556485759,0.021366363,0.167863235
BIOCARTA_TRKA_PATHWAY,0.255575752,0.142667368,0.394111103,-0.518597632,-0.333752353,-0.147083955,-0.577723499,-0.30012105,-0.017702486,0.301071863,-0.260695954,-0.051609734,-0.25265652,-0.167150956,-0.059167755,0.38512681,0.160104333,0.411809555,-0.482820355,0.156094987,0.389845878,-0.292761966,0.407103801,0.334392155,0.006742228,0.37587896,0.174978796,0.327065792,-0.444632868,-0.50387274,0.020337056,0.245087195,0.333755016,-0.367469808,-0.104087928,0.203264959,0.15038575,-0.351760915,0.131338689,0.263144834,-0.295166499,0.25468533,-0.599918846,0.12671142,0.117046311,0.04976934,-0.237866959,0.385086804,-0.371052126,0.10833581,-0.340935143,-0.534531391,0.010396847,0.16042282
BIOCARTA_ARF_PATHWAY,0.38478943,0.136928867,0.458016223,-0.017927105,-0.138216951,-0.238515751,-0.332891338,0.450015314,0.430467255,0.222582689,0.138417345,-0.334349911,-0.220812919,-0.04128904,-0.128276744,-0.345684993,-0.338962394,-0.085969554,-0.591854121,-0.587912091,-0.102823955,-0.237476284,-0.309148839,-0.090089104,-0.333395129,-0.189628101,-0.299100321,-0.135643162,-0.404441668,-0.074595119,-0.134922716,-0.171148173,-0.248954772,-0.634997502,0.118725333,-0.35741772,-0.376063413,0.181863654,0.394109869,0.390630309,0.519271172,0.447451968,-0.026930069,0.24497148,0.202187493,-0.028534071,-0.034725645,0.301255334,-0.119854008,0.113983398,0.401579213,-0.495123925,0.168172062,0.107817591
BIOCARTA_UCALPAIN_PATHWAY,0.003322125,-0.25117622,0.279958929,-0.627258316,0.130365823,-0.386609755,-0.62908966,-0.024711282,0.269753715,0.048515628,0.159827756,0.189601863,-0.078375093,0.077048704,0.055924723,0.218500251,-0.056631196,0.407788134,-0.231831386,0.008837407,-0.020525663,0.030572888,0.323440034,0.092218884,0.036044493,0.324085481,0.384111913,0.29454896,-0.000990129,-0.226413113,-0.247466572,0.475620125,0.458540285,-0.669987771,0.020192054,0.324750881,0.17842882,-0.490093553,-0.148589572,0.475314276,0.110321761,0.213436087,-0.356141713,0.243376695,-0.365562258,-0.492321903,-0.283842373,0.035628446,-0.577815073,0.007754247,-0.060030271,-0.507465898,0.131900072,-0.355711387
BIOCARTA_VEGF_PATHWAY,0.40407813,0.224298636,0.139647096,-0.376215555,-0.471858319,-0.34348734,-0.379392716,0.07715868,0.5109251,0.177702292,0.047886845,-0.048207733,-0.321691668,-0.322572523,0.149237689,0.023551589,-0.207082996,0.069468432,-0.552142157,-0.33576289,0.027504962,0.033415281,0.038880987,0.091581182,-0.219353182,-0.14362636,-0.066898622,-0.203801116,-0.245673772,-0.140801987,-0.223080995,-0.202452127,-0.200531709,-0.580808201,0.336151983,0.191886046,-0.118647483,-0.053022959,0.394942446,0.274279118,0.32324507,0.392806584,-0.033231918,0.393943716,0.068914914,-0.108200715,-0.240126265,0.238451263,-0.557336957,0.046757202,-0.210530951,-0.581301868,-0.015191174,-0.021340143
BIOCARTA_VITCB_PATHWAY,0.487437087,-0.4203195,-0.150723974,0.075424552,0.136480649,-0.315114663,-0.321909506,-0.210566976,0.260440118,0.126117419,0.206007775,0.468211161,0.488459732,0.43535283,0.193171402,0.151605381,-0.324423445,0.013268339,0.292667926,0.19605626,-0.283145755,0.414695739,0.102435108,0.328103883,0.177692063,0.243277921,0.017370985,-0.036097367,-0.106051749,0.470375009,0.170990468,0.369725408,0.165972292,-0.485018953,0.368164326,0.442992573,-0.508245732,-0.062038079,-0.324005884,-0.096364861,-0.168978433,-0.472071518,-0.322061814,-0.235026643,-0.13678491,-0.240906776,-0.620665273,-0.622439264,-0.57730087,-0.603400094,-0.173061861,-0.408411089,-0.319995844,-0.224613674
BIOCARTA_WNT_PATHWAY,-0.150732395,-0.332873076,0.487164638,-0.585260652,0.080103635,-0.480856581,-0.606413469,0.160627578,-0.093755387,0.331052004,0.048725826,0.265495699,-0.418563487,0.079123705,0.436094346,0.293019548,-0.182649673,0.457800994,-0.434455778,-0.108182787,0.193008508,-0.166100537,0.417865451,0.350550138,0.290453873,0.233557196,0.286289668,0.371545155,0.077984803,-0.389529389,-0.052583486,0.362348403,0.350178563,-0.677034619,0.277980181,0.441675324,0.267148456,-0.396242757,0.094549888,-0.047371139,-0.14878074,0.261767674,-0.648191897,-0.261068543,-0.476120258,-0.598783694,-0.174949209,0.191622045,-0.553090258,0.232446082,0.260791078,-0.556732666,0.035945593,0.362668157
BIOCARTA_ACTINY_PATHWAY,0.403151777,-0.146639117,0.347576094,-0.09415437,-0.230645384,-0.477519196,0.088455401,0.088666842,0.499695659,0.250407787,-0.066977574,-0.140208194,-0.395851542,-0.414188534,0.117196006,0.415975447,-0.548806681,-0.012316216,-0.635267046,-0.394074097,0.054858528,0.117397632,-0.235247071,0.354595055,-0.234569285,0.110274251,-0.194411708,-0.337732137,-0.120970203,0.161014704,-0.28322559,0.456428057,0.004988183,-0.692813052,0.02238403,0.240343749,0.229477187,-0.142261434,-0.232768729,0.522089809,0.430178075,0.394201774,0.239205918,0.177479815,-0.42874828,-0.370176556,-0.343583065,0.004219626,-0.635410059,0.151799152,-0.09835179,-0.711388678,-0.241885035,0.182386332
ST_INTERFERON_GAMMA_PATHWAY,-0.204058645,-0.178959779,0.165630353,-0.430089039,0.352322796,-0.278373635,-0.266779423,0.042452968,-0.082580545,0.145200049,0.307394505,0.019907308,0.003316281,-0.119034647,0.078238963,0.269822036,0.123476029,0.02869741,0.06774697,0.327498517,0.424597229,0.313638077,0.262713949,0.212397401,0.037559626,0.082765553,0.451940908,0.164157847,0.061359284,-0.210498937,0.486337401,0.452269133,-0.084924392,-0.325758886,0.541817268,0.24054943,0.06406621,-0.450772746,-0.595678929,-0.309683675,-0.45825046,-0.261737342,-0.566354718,-0.328626314,-0.471026694,-0.428743298,-0.338807541,-0.013731888,-0.292461916,-0.003615615,0.295638405,-0.389268768,0.209730589,0.016951759
ST_WNT_CA2_CYCLIC_GMP_PATHWAY,-0.119717269,-0.286652417,-0.039832814,-0.011488522,0.313696217,-0.173527782,-0.450149563,-0.434659534,-0.344354031,0.082626082,-0.051504003,-0.040403051,0.451795509,-0.066317421,0.220018666,0.355377733,-0.088576129,0.317069562,0.223911386,0.179244075,0.139409777,0.104479007,0.339209725,0.363208562,0.270577003,0.112954214,0.310227579,0.414290718,0.157515748,-0.342451621,-0.122278452,0.258842543,0.43184687,-0.118981707,0.012396444,0.346454,0.401550344,-0.255896922,-0.386933882,-0.348490343,-0.313497823,-0.056844716,-0.389324249,-0.11161746,-0.36616205,-0.370698257,-0.361566139,-0.145466286,-0.401205267,-0.117874656,-0.354562366,0.092533758,-0.3422273,-0.275598396
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS,-0.357865206,-0.251229131,0.04605029,-0.472495293,-0.008041849,-0.154440021,-0.468264811,0.189484857,-0.256833527,0.276484616,-0.209298835,0.176139602,-0.332017199,-0.129645061,0.25007791,0.207041001,-0.074869466,0.249365614,-0.328011341,-0.055983653,0.002159181,0.324435198,0.447353109,0.427773309,0.26179456,0.272029127,0.341393526,0.391435852,0.085074444,-0.282672035,0.198151872,0.340955041,0.399578375,-0.484403274,-0.013152616,0.325771745,0.301295803,-0.400567424,-0.086169882,-0.079864822,-0.225377496,0.205433028,-0.469700285,0.10935178,-0.198896711,-0.527811574,-0.384974621,0.26896017,-0.359797967,0.172791465,-0.252982983,-0.390394563,-0.215706532,0.131110415
ST_TUMOR_NECROSIS_FACTOR_PATHWAY,-0.092775995,-0.461288793,-0.124653066,-0.639174888,-0.488553326,-0.536929703,-0.501196245,-0.137550712,0.290141302,0.053393525,-0.46554975,-0.378441208,-0.211725401,-0.436372837,-0.09982594,0.284324818,0.207434987,0.179857712,-0.187955133,-0.17107381,0.270997491,0.433021927,0.240165088,0.49287652,0.18666033,0.457790519,0.386983847,0.148768913,0.35560879,-0.136225272,0.083058175,0.24840272,0.29546296,-0.225164997,0.159009166,0.148224499,0.39313237,-0.455777989,0.125980175,0.345224889,0.18850159,0.117692234,-0.47398275,0.017195867,-0.192291931,-0.495306668,-0.418479241,0.083682029,-0.621779141,0.0635845,-0.164373624,-0.431549837,-0.281088615,0.034152355
SA_B_CELL_RECEPTOR_COMPLEXES,0.178615842,0.1715124,0.329149179,-0.48308711,-0.248162316,-0.107353679,-0.64093805,0.237345805,0.300640139,0.100537024,-0.38490428,0.090481602,-0.423878773,-0.376744909,0.06519653,-0.058263209,-0.084111869,0.399899766,-0.51615701,0.289830823,0.322313581,0.040212985,0.384393969,0.366144694,0.322586811,-0.167620352,0.16543044,0.46116802,-0.133066745,-0.399712296,-0.101421358,0.04760009,0.158838252,-0.622645174,-0.239950097,-0.004064028,0.254631387,-0.361755398,-0.05827363,0.115344354,0.072476263,0.430471784,-0.45802037,0.48137692,0.12209788,-0.440873672,-0.294768319,0.37785941,-0.390520737,0.008094994,-0.265065032,-0.576121257,0.17097985,0.002812258
ST_ERK1_ERK2_MAPK_PATHWAY,-0.060926287,-0.02500361,0.39467377,-0.419804398,-0.253433331,-0.303019429,-0.502924713,0.110789066,0.112861567,0.284850379,-0.217164827,-0.042076009,-0.390599718,-0.241188773,0.058777383,0.071299473,0.062241564,0.37488757,-0.37523145,-0.19729683,0.147354934,0.17156862,0.320920525,0.389787209,0.199712115,0.078800402,0.011000297,0.04413841,-0.232173645,-0.487098495,-0.013039764,0.079569245,0.045370714,-0.600822847,-0.042109029,0.080076878,0.237193437,-0.350763413,0.136943257,0.277487327,0.252625111,0.249055013,-0.21812368,0.369405512,-0.0339455,-0.304684786,-0.126220479,0.119683265,-0.612157406,0.111204723,-0.023391982,-0.612517567,-0.082427811,-0.009860241
SIG_CD40PATHWAYMAP,-0.120090345,-0.195343058,0.192523631,-0.415151871,0.022997894,-0.356200787,-0.497927972,-0.14551117,0.105669565,0.381316672,-0.270080883,-0.390196561,-0.262295625,-0.461192833,-0.006637928,0.167229696,0.076963998,0.282953606,-0.320077082,0.055589047,0.406740881,0.348868138,0.305229459,0.438039299,0.123576372,0.245241478,0.323828151,0.055817903,0.282548193,-0.392953449,0.048246438,0.287162419,0.146567214,-0.412321613,0.192173059,0.399007849,0.208650503,-0.569329875,0.120619024,0.057870818,0.0431591,0.021313694,-0.526066752,0.083910331,-0.092527242,-0.551245523,-0.271970245,0.084014166,-0.617906875,0.144011817,-0.152329848,-0.501021636,-0.047872328,-0.005045751
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.057243777,0.163452714,0.304687832,-0.49206124,0.009125503,-0.113914123,-0.433971198,0.297297442,0.123635697,0.313864773,-0.191602768,0.273774822,-0.334964462,-0.096541692,0.240776923,-0.103265647,-0.185859926,0.198556874,-0.540734123,-0.197510269,0.100678356,0.120135287,0.182120997,0.13978267,0.065388985,-0.035190298,0.007441555,0.218126651,-0.155492758,-0.204682375,-0.0924894,0.099771225,-0.000232634,-0.591122311,-0.016950989,0.148344934,-0.001467727,-0.328347818,0.145066013,0.333966773,0.146304877,0.26515562,-0.2650385,0.256950427,-0.015655483,-0.286206211,-0.307987242,0.26528274,-0.474408121,0.042384751,0.010122764,-0.557751912,-0.009041354,0.095585366
SA_CASPASE_CASCADE,0.304280727,0.012375465,0.166992742,-0.246514654,0.077666892,-0.331001684,-0.458881353,0.377798017,0.518599753,-0.167919726,0.015424264,-0.036340525,-0.253953164,-0.076352059,0.079899878,-0.039021257,-0.121483515,0.126641444,-0.291269501,-0.24129973,-0.058494631,0.110948133,-0.154265507,0.263715972,-0.102240713,-0.12953158,-0.004560237,-0.0569742,0.165071999,-0.030371612,-0.473415532,-0.262521915,0.266515948,-0.401650709,0.400707758,0.083905978,0.246269444,-0.469719296,-0.085653256,0.372742348,0.354260172,0.454242643,-0.032246015,-0.010071494,-0.304661701,-0.424147047,-0.521801524,0.148288067,-0.563136382,-0.137954955,0.084449174,-0.513623519,-0.192756052,0.18340226
ST_GA12_PATHWAY,-0.203076408,-0.293714457,0.143674577,-0.431198579,-0.254277275,-0.376772217,-0.436336256,0.163263067,0.201244411,0.080626849,0.174254193,-0.01325676,-0.068289297,-0.034062487,0.238747484,0.079028023,-0.277802129,0.309066684,-0.200783554,0.08790688,0.096553278,0.043768011,0.136027869,0.226537943,0.143130642,-0.068248369,0.095315362,0.224476979,0.186985076,-0.327119026,-0.256438394,0.12308652,0.277348425,-0.417499701,0.405569479,0.098896646,0.076530226,-0.260983818,0.037753789,-0.085082212,-0.1973932,0.116600474,-0.485463926,0.262294455,-0.140490623,-0.34620609,-0.313193299,0.280400185,-0.547771214,-0.029594081,0.016062146,-0.357464294,-0.032542536,0.231678955
ST_G_ALPHA_S_PATHWAY,-0.40254206,-0.034793373,0.028637732,-0.47491973,-0.26864118,-0.433926023,-0.460852886,0.050038696,-0.268227337,0.0800759,0.172284947,-0.172115288,-0.316117695,-0.014802573,0.231337861,0.346768248,-0.101876283,0.282932609,-0.270680159,-0.152665715,-0.011787951,0.077332612,0.316249755,0.4764943,0.253014379,0.137373258,0.135787873,0.366202521,0.067985797,-0.046294285,0.251629066,0.230577955,0.508637917,-0.452531288,0.040486879,0.225161795,0.439624304,-0.453110302,0.061304658,0.069424156,-0.112133306,0.488292645,-0.18279848,0.445997996,-0.340979981,-0.441167367,-0.467220829,-0.035092484,-0.480475141,-0.227330744,-0.297176988,-0.364914207,-0.33222671,0.367366522
ST_G_ALPHA_I_PATHWAY,-0.203817781,-0.241758864,0.170550504,-0.425935833,-0.081867626,-0.20035123,-0.486249739,-0.080534605,-0.014834564,0.066385803,-0.088319141,0.260165047,0.167172952,0.062152046,0.336723775,0.102530732,-0.058581404,0.117575357,-0.068877238,0.250069234,-0.034286859,-0.077159879,0.292766008,0.410150212,0.183761768,0.168247432,0.209664765,0.082401851,0.068553728,-0.438641076,-0.050514905,0.378225805,0.422082604,-0.376450795,-0.133363751,0.342999263,0.282377982,-0.509918447,-0.040366701,0.071914818,-0.306515099,-0.011772993,-0.630791487,-0.148413167,-0.207102884,-0.437603868,-0.279555551,0.04338975,-0.533006309,-0.134176048,-0.022504118,-0.363694913,0.033109931,0.354417937
SIG_CHEMOTAXIS,0.095637514,-0.08131523,0.409846722,-0.381324711,0.023530866,-0.109426041,-0.445917418,0.235823793,0.019965007,0.251290674,-0.012540398,0.324488491,-0.028424283,-0.208759909,0.094573834,0.018795679,-0.053528909,0.075729496,-0.428274869,-0.204295192,0.155409693,0.196060997,0.081259316,0.254582609,0.049190629,-0.178184566,0.151410438,0.136140117,0.103597686,-0.237955274,-0.009976498,0.243514696,-0.040771939,-0.528812016,0.030842347,0.419060502,-0.027925402,-0.331512456,-0.087019891,0.050772903,-0.125872824,0.179038803,-0.451747674,-0.145933289,-0.343860405,-0.464680161,-0.070433204,0.259685705,-0.415123349,0.059324008,0.013043418,-0.452848282,0.035680183,0.307456927
ST_IL_13_PATHWAY,-0.09570294,-0.236695894,0.085790366,-0.5132061,-0.065433502,0.147070649,-0.392915164,-0.572523978,-0.554088803,-0.04263002,0.19518906,-0.082639885,0.454778087,0.242667919,0.241969336,0.591998736,0.038546284,0.229139369,0.62882554,0.41476195,0.377964638,0.633572588,0.149801911,0.614646035,0.465748672,-0.027033552,0.436030011,0.597664277,-0.285793334,0.307300992,0.489667726,0.348349691,0.230721157,-0.060267921,0.337332485,0.47427168,0.368575351,-0.697427332,-0.722315739,-0.606989125,-0.348781047,-0.460507662,-0.542730269,-0.540374989,-0.700393396,-0.532944198,-0.103034245,-0.400828781,-0.498750701,-0.205010033,-0.108471809,-0.393879059,-0.133985566,-0.554989596
ST_P38_MAPK_PATHWAY,-0.138179447,-0.30175125,0.283978084,-0.423431736,0.016781064,-0.349164182,-0.414213992,0.030722696,0.12526538,0.273482145,-0.191358389,-0.086384371,-0.273039271,-0.203785082,0.204050426,0.008031212,0.001309882,0.233205149,-0.415742287,0.062820494,0.086251587,0.02505418,0.376122195,0.277209829,0.288937059,0.204766339,-0.004894038,0.053502056,0.172433207,-0.333823997,-0.203488403,0.147298208,0.166584435,-0.650284777,0.130001993,0.158058896,0.29883878,-0.424396648,0.018966331,0.321189089,0.217280588,0.166700852,-0.265515773,0.285597298,-0.169332226,-0.39964372,-0.2895245,0.071849731,-0.642641221,0.117060424,0.02062115,-0.658045696,-0.282570209,0.11260314
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,-0.267570961,0.208603305,0.121438945,-0.522258533,-0.244964567,-0.17793971,-0.705299303,0.158676971,-0.242821193,0.427121728,-0.165410585,0.02979562,-0.241159778,0.091059604,0.232376055,0.223645837,0.137283382,0.502230376,-0.286121931,0.048822493,0.410590989,0.035196024,0.408914322,0.35453826,0.129999364,0.289770184,0.442134664,0.428764997,0.038013,-0.217019592,0.002664233,0.442746028,0.21292896,-0.600074085,-0.391238234,0.393069697,0.357389348,-0.52079319,-0.076505733,-0.169150826,-0.369334183,0.00755036,-0.527709132,-0.030322537,-0.334159163,-0.498321036,-0.238340382,0.167415262,-0.522545612,-0.031060052,-0.098220658,-0.640421086,0.116890739,0.283607031
WNT_SIGNALING,-0.063692722,-0.041059645,0.245714495,-0.448665607,-0.067183901,-0.179595284,-0.367156617,0.110640428,-0.085115809,0.264034463,-0.092593922,0.129774312,-0.021683888,0.105580411,0.193837674,0.152135844,0.016507544,0.3476685,-0.33273949,-0.020375501,0.075972448,0.065455423,0.1360358,0.10728461,0.042416053,0.239192256,0.125110828,0.186429443,-0.130227284,-0.14171498,0.040190463,0.23157756,0.209445174,-0.4560823,-0.023284404,0.382309868,0.173413181,-0.186005542,0.06223669,-0.114719269,-0.110186693,0.158648709,-0.313052543,-0.090682061,-0.220010395,-0.385819539,-0.170320969,-0.01710675,-0.259299601,-0.144243366,-0.234202298,-0.394415796,-0.166322171,0.158900092
ST_JAK_STAT_PATHWAY,-0.340528969,-0.350412408,-0.002193226,-0.578297199,0.198241558,-0.273913765,-0.615625826,0.082779913,0.089859176,-0.204348399,0.366038872,0.065636247,-0.024899721,-0.297468237,0.112915786,0.250317001,0.139234015,0.129976268,-0.442470106,0.442984711,0.059376875,0.064107415,-0.152628559,0.099919369,-0.336880016,0.017222505,0.650814819,0.457363166,0.354935572,-0.294073489,0.176831004,0.276734912,-0.052485843,-0.5145112,0.657827953,0.178610074,0.29850785,-0.417391468,-0.000416511,-0.187118835,-0.377110869,0.106799515,-0.618324609,-0.221750265,-0.013498064,-0.512426068,-0.482334691,0.230227199,-0.617229236,-0.235427375,0.13314865,-0.610382901,0.26991078,0.178020822
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,0.197459803,-0.212417442,0.39083549,-0.374711292,0.071553301,-0.1508766,-0.282991534,0.274695003,0.087025028,0.368568159,-0.233694959,0.21795305,-0.05407155,-0.24424399,-0.02707157,0.022374435,-0.160451724,0.00180623,-0.483466195,-0.25180838,0.100178824,0.154007773,0.117417229,0.287727906,-0.087357629,-0.077388539,-0.13273772,0.205467166,0.143308562,-0.284420878,-0.070304335,0.251272292,-0.068343463,-0.517275405,-0.205428418,0.386625576,-0.122066982,-0.219381042,-0.162400444,0.188762186,0.082470294,-0.16082348,-0.201216517,-0.000874045,-0.361321247,-0.423015995,-0.101531741,0.283686094,-0.511725409,0.369037875,0.202232548,-0.3735618,0.192632352,0.273113117
ST_GRANULE_CELL_SURVIVAL_PATHWAY,-0.431524258,-0.086368903,-0.11707869,-0.47245892,0.0928716,-0.285311544,-0.42333285,0.141954769,-0.222733821,0.261788742,-0.352828779,0.141263637,-0.208981044,-0.017840109,0.109624172,0.214226382,-0.088769342,0.148401953,-0.24722009,-0.04922938,0.254369312,0.348235674,0.482412188,0.456441428,0.295180873,0.184246962,0.440166769,0.339471177,0.142749904,-0.372497461,0.250160686,0.359489646,0.488514649,-0.442540267,0.124092966,0.339044292,0.437920356,-0.379004169,-0.238100776,-0.342327703,-0.370053721,0.077159804,-0.449611667,0.036965123,-0.338104139,-0.545479022,-0.255443708,0.057606567,-0.288919486,-0.031023688,-0.314688395,-0.493034066,-0.300379682,-0.053213592
ST_ADRENERGIC,-0.163989878,-0.12639937,0.14803818,-0.397403884,0.018488611,-0.189338228,-0.446254024,0.220074137,-0.060944154,0.20845553,0.002600068,0.193036194,0.051218721,0.290676738,0.376050982,0.324465103,0.07527969,0.145135931,-0.063859939,0.290699584,0.073547002,0.194194811,0.023930755,0.330826887,0.146460693,0.127780705,0.371769118,0.261049039,-0.155211925,-0.212668725,0.13678324,0.406791666,0.450001595,-0.298390591,0.323924253,0.32088279,0.274958617,-0.423432504,-0.066839528,-0.177327552,-0.441863276,-0.18433602,-0.608899648,-0.250459478,-0.25786115,-0.54071387,-0.372309543,0.203473725,-0.226647362,-0.299896347,-0.229148383,-0.198436439,-0.151676687,0.083597456
ST_INTEGRIN_SIGNALING_PATHWAY,-0.077902296,-0.289757012,0.359380239,-0.498227723,-0.185734701,-0.361867167,-0.527408192,-0.030116411,-0.033711384,0.1896824,-0.06421725,0.075545631,0.012924052,-0.211623157,0.357736487,0.015303951,-0.112736061,0.275981371,-0.442693043,0.160405014,0.084292867,0.07310416,0.373871833,0.492445866,0.314829098,-0.003425746,0.229202725,0.192725973,0.131552638,-0.250643802,-0.082743413,0.297862144,0.417112441,-0.549662731,0.09727908,0.432550382,0.325732176,-0.491889159,-0.176510566,0.0216703,-0.252125094,0.202294007,-0.52486253,-0.031550915,-0.320386808,-0.527424817,-0.285017312,0.237525917,-0.494562596,0.065985173,-0.042735713,-0.512189997,0.125057808,0.376192111
